306.46,0,1
306.50,0,1
307.68,0,1
306.04,0,1
132.35,0,1
307.01,0,1
307.38,0,1
307.10,1,1
306.62,0,1
306.56,1,1
307.08,0,1
307.54,0,1
306.89,0,1
307.15,1,1
306.68,0,1
306.18,0,1
137.65,1,1
306.57,0,1
307.09,0,1
306.54,1,1
306.19,0,1
93.54,0,1
307.01,1,1
103.42,0,1
308.19,0,1
108.00,0,1
108.30,0,1
307.35,0,1
151.33,0,1
306.32,0,1
306.61,0,1
307.01,0,1
306.31,0,1
1514.29,0,1
307.07,1,1
306.90,1,1
307.12,0,1
307.14,0,1
307.15,0,1
306.60,0,1
307.10,0,1
306.52,0,1
306.65,0,1
306.30,0,1
306.82,0,1
306.71,0,1
134.65,0,1
131.06,0,1
133.10,0,1
306.79,1,1
306.42,0,1
306.81,0,1
307.16,1,1
307.39,0,1
307.44,1,1
306.75,0,1
307.30,0,1
307.05,0,1
306.36,0,1
307.35,0,1
307.38,1,1
307.25,0,1
306.83,0,1
306.90,0,1
307.39,0,1
307.49,0,1
307.52,1,1
307.58,0,1
306.83,0,1
306.85,0,1
306.78,1,1
131.68,0,1
306.88,0,1
130.92,0,1
306.47,1,1
307.31,0,1
307.25,0,0
307.50,0,0
306.56,1,1
308.57,0,1
307.74,0,1
307.53,0,1
306.91,0,1
307.23,1,1
145.76,0,1
307.78,1,1
307.44,0,1
305.72,0,1
139.49,1,1
306.53,0,1
133.25,0,1
306.56,1,1
306.63,0,1
306.71,0,1
307.72,0,1
307.19,0,1
307.67,0,1
306.70,1,1
307.47,0,1
306.77,0,1
306.86,0,1
307.25,0,1
307.53,0,1
306.63,0,1
307.82,0,1
307.17,0,1
306.67,0,1
307.09,1,1
138.33,0,1
306.59,0,1
307.00,1,1
306.51,1,1
307.13,0,1
306.97,0,1
306.59,1,1
308.29,0,1
306.81,1,1
306.73,0,1
306.84,0,1
306.40,0,1
306.53,1,1
306.95,0,1
303.48,1,1
305.82,0,1
306.49,1,1
306.30,0,1
311.13,0,1
310.86,0,1
307.98,1,1
307.42,0,1
306.89,1,1
306.76,0,1
307.41,0,1
306.68,1,1
307.05,0,1
307.56,1,1
307.13,0,1
307.23,1,1
307.57,0,1
306.58,0,1
306.41,1,1
306.88,0,1
307.50,0,1
307.14,0,1
307.23,1,1
306.93,0,1
130.14,1,1
306.65,0,1
306.68,1,1
2.82,1,1
4.84,1,1
307.02,0,1
307.43,1,1
307.34,1,0
307.74,1,0
307.27,0,1
307.16,1,1
307.26,0,1
307.76,1,1
307.29,0,1
5.87,1,1
307.07,1,1
124.83,0,1
307.13,0,1
135.72,0,1
131.42,1,1
307.10,1,1
130.97,0,1
307.69,0,1
115.47,0,1
93.81,1,1
306.75,1,1
306.56,0,1
306.93,1,1
307.17,0,1
306.77,1,1
307.16,0,1
307.44,1,1
95.93,0,1
109.91,0,1
128.79,1,1
307.93,1,1
306.86,0,1
307.13,1,1
306.99,0,1
307.20,0,1
306.96,1,1
306.27,0,1
306.87,0,1
306.68,1,1
307.06,1,1
307.34,0,1
306.75,1,1
307.14,0,1
1533.48,0,1
306.89,0,1
308.24,0,1
306.47,0,1
306.48,0,1
306.92,0,1
306.92,0,1
307.40,0,1
307.33,1,1
306.57,0,1
3.01,1,1
306.58,1,1
307.48,0,1
306.74,1,1
307.03,0,1
306.70,0,1
306.74,0,1
307.33,0,1
306.85,0,1
306.83,1,1
306.91,0,1
306.83,1,1
306.58,0,1
309.90,0,1
307.11,1,1
307.97,0,1
307.30,0,1
307.00,0,1
307.95,1,1
307.40,0,1
306.93,1,1
307.58,0,1
140.02,1,1
307.35,0,1
306.90,1,1
307.65,0,1
307.32,0,1
307.21,1,1
306.89,1,1
307.40,0,1
307.37,0,1
306.56,0,1
134.70,1,1
306.63,0,1
307.11,1,1
307.05,0,1
307.87,0,1
306.80,1,1
307.09,1,1
306.31,0,1
307.24,0,1
307.05,0,1
307.04,1,1
128.95,1,1
307.13,0,1
309.62,0,1
306.91,1,1
307.45,0,1
307.95,0,1
307.38,1,1
307.12,0,1
307.50,1,1
307.33,0,1
307.32,1,1
307.29,0,1
306.91,0,1
307.30,0,1
306.75,0,1
307.66,0,1
307.28,1,1
307.49,0,1
306.88,0,1
307.21,0,1
306.74,1,1
307.72,1,1
306.80,0,1
307.16,1,1
308.19,1,1
306.69,0,1
307.27,1,1
307.03,0,1
307.21,1,1
307.28,0,1
307.43,1,1
306.90,1,1
307.71,1,1
307.12,0,1
307.53,0,1
307.03,0,1
307.55,1,1
307.08,0,1
307.02,0,1
306.95,0,1
307.30,0,1
307.37,1,1
308.90,0,1
307.42,0,1
307.32,0,1
307.40,0,1
306.94,1,1
307.35,1,1
307.39,0,1
307.46,0,1
307.28,1,1
307.12,0,1
307.27,1,1
306.62,0,1
142.06,0,1
306.90,0,1
306.74,1,1
307.32,1,1
307.37,0,1
307.44,1,1
307.97,1,1
307.85,0,1
307.47,1,1
307.24,0,1
306.89,1,1
307.29,0,1
307.42,1,1
307.31,0,1
307.45,0,1
307.74,0,1
307.34,1,1
307.69,0,1
307.67,0,1
307.47,1,1
307.29,1,1
306.94,0,1
307.53,0,1
307.11,0,1
306.87,0,1
307.25,0,1
307.21,0,1
307.18,1,1
307.31,0,1
307.20,1,1
307.18,0,1
307.09,0,1
307.05,0,1
307.52,0,1
307.27,1,1
307.08,0,1
307.38,0,1
306.85,0,1
308.31,0,1
307.41,0,1
307.39,1,1
307.57,0,1
307.13,1,1
307.70,0,1
306.42,1,1
307.43,0,1
308.21,0,1
307.37,0,1
307.30,0,1
307.70,1,1
307.57,0,1
307.12,0,1
307.94,1,1
308.74,1,1
137.43,0,1
307.46,1,1
307.48,0,1
306.96,1,1
307.13,0,1
306.76,0,1
306.88,1,1
307.86,0,1
308.22,1,1
307.10,0,1
307.36,1,1
307.30,0,1
306.89,0,1
308.09,0,1
307.02,0,1
307.43,1,1
308.55,0,1
307.00,1,1
306.91,1,1
307.58,0,1
307.41,1,1
307.38,1,1
307.27,1,1
307.11,0,1
307.64,0,1
126.09,1,1
114.39,0,1
116.81,1,1
307.48,0,1
307.39,1,1
307.02,0,1
307.43,1,1
308.71,0,1
307.42,1,1
307.38,1,1
306.98,0,1
307.35,1,1
307.85,0,1
307.53,1,1
307.37,0,1
307.68,1,1
306.86,0,1
307.42,1,1
307.58,1,1
307.31,0,1
307.72,1,1
307.48,0,1
307.25,1,1
307.01,0,1
307.43,0,1
306.98,0,1
307.52,0,1
307.47,0,1
306.87,0,1
307.01,1,1
307.21,0,1
307.37,1,1
307.07,0,1
307.81,0,1
307.90,0,1
307.76,1,1
307.50,1,1
308.54,1,1
307.95,0,1
307.95,0,1
308.20,0,1
306.94,1,1
306.86,0,1
307.44,0,1
307.92,1,1
309.12,0,1
307.52,0,1
308.84,0,1
62.96,0,1
105.01,0,1
101.17,0,1
101.42,0,1
308.19,0,1
308.20,1,1
88.41,0,1
307.80,1,1
64.41,1,1
307.80,1,1
308.21,0,1
307.93,0,1
308.70,1,1
307.36,1,1
307.46,0,1
307.97,0,1
307.60,0,1
307.66,0,1
308.01,0,1
307.52,0,1
107.69,0,1
112.58,0,1
116.80,0,1
123.57,0,1
109.47,0,1
109.01,0,1
110.06,0,1
103.80,0,1
108.56,1,1
110.13,0,1
107.41,0,1
307.89,0,1
115.58,0,1
307.43,0,1
133.46,1,1
118.66,1,1
306.87,0,1
306.80,1,1
9.60,0,1
121.38,1,1
307.44,1,0
307.33,1,1
307.45,0,1
307.05,1,1
307.07,0,1
306.93,0,1
135.24,0,1
307.80,0,1
306.85,1,1
307.84,0,1
307.99,0,1
307.13,0,1
307.43,0,1
308.28,0,1
307.76,1,1
307.30,0,1
307.35,0,1
307.66,0,1
97.35,1,1
306.42,0,1
306.92,1,1
3.72,1,1
4.20,1,1
307.59,1,1
6.49,0,0
307.34,0,1
307.27,1,1
307.60,1,1
130.24,0,1
306.77,0,1
306.70,0,1
307.32,1,1
307.26,0,0
307.00,1,0
307.21,1,1
307.44,1,1
95.09,0,1
94.16,0,1
106.41,0,1
96.20,1,1
127.96,1,1
133.74,0,1
107.46,1,1
306.79,0,1
111.16,1,1
106.60,1,1
306.70,0,1
111.34,0,1
307.27,0,1
306.87,0,1
308.13,1,1
308.02,0,1
307.18,1,1
307.75,0,1
307.24,1,1
307.57,0,1
307.01,1,1
307.41,0,1
147.51,1,1
307.73,1,1
306.78,0,1
307.52,0,1
306.93,1,1
307.29,0,1
307.58,1,1
111.39,1,1
307.09,1,1
306.35,1,1
307.57,0,1
306.99,1,1
116.82,1,1
128.79,1,1
100.84,1,1
307.67,0,1
308.04,1,1
307.52,1,1
107.76,1,1
307.31,0,1
95.62,1,1
143.94,1,1
111.07,1,1
306.10,0,1
306.80,1,1
306.63,0,1
307.62,1,1
307.52,1,1
1517.22,1,1
307.01,1,1
149.40,1,1
307.39,0,1
307.54,0,1
105.93,0,1
307.46,1,1
306.74,0,1
307.89,1,1
308.02,1,1
125.18,0,1
307.75,1,1
307.08,1,1
307.04,1,1
307.10,1,1
307.49,1,1
307.21,1,1
306.79,0,1
307.93,1,1
307.53,0,1
307.49,1,1
307.93,1,1
308.46,1,1
307.61,1,1
308.31,1,1
306.89,1,1
108.98,1,1
307.82,1,1
307.76,0,1
307.28,1,1
307.91,1,1
307.85,1,1
307.70,0,1
306.83,1,1
307.66,1,1
307.68,1,1
307.49,1,1
307.94,0,1
309.02,1,1
307.37,1,1
308.69,1,1
308.24,1,1
307.85,0,1
307.63,1,1
201.25,1,1
307.86,1,1
307.88,0,1
307.64,1,1
307.34,0,1
308.58,1,1
307.80,1,1
308.23,1,1
307.73,0,1
307.85,0,1
114.80,0,1
307.88,1,1
307.77,1,1
357.19,1,1
309.13,1,1
309.05,0,1
1073.42,0,1
91.54,0,1
56.83,1,1
152.06,1,1
308.59,0,1
308.91,1,1
308.64,1,1
310.34,0,1
309.13,1,1
308.55,1,1
309.53,0,1
308.40,1,1
308.47,0,1
309.01,1,1
147.23,1,1
97.65,0,1
104.27,1,1
94.94,1,1
308.30,1,1
259.14,1,1
67.37,1,1
84.48,0,1
309.16,1,1
82.66,1,1
88.05,0,1
309.69,0,1
308.56,0,1
67.25,1,1
38.50,1,1
53.38,1,1
1554.21,1,1
308.02,1,1
66.86,1,1
1532.47,1,1
1560.59,1,1
6.14,1,1
5.72,1,1
5.67,1,1
5.73,1,1
5.62,1,1
5.76,0,1
5.65,1,1
5.66,0,1
5.70,1,1
5.76,0,1
5.72,1,1
5.68,0,1
5.68,1,1
5.72,0,1
5.81,1,1
5.75,1,1
5.69,1,1
5.69,1,1
5.83,0,1
5.68,1,1
5.68,1,1
53.83,0,1
53.39,1,1
54.11,0,1
54.18,1,1
57.89,1,1
54.71,1,1
39.84,1,1
54.12,0,1
90.04,1,1
1536.65,1,1
1559.74,0,1
55.76,0,1
61.73,0,1
55.35,1,1
65.62,1,1
52.14,0,1
104.83,1,1
67.34,1,1
308.12,1,1
67.28,1,1
54.86,1,1
80.19,1,1
53.64,1,1
51.35,1,1
54.35,0,1
56.99,0,1
53.17,1,1
73.81,0,1
38.94,0,1
76.83,0,1
38.08,1,1
75.89,1,1
39.75,1,1
37.08,0,1
36.71,1,1
45.54,1,1
45.20,1,1
35.76,0,1
46.81,1,1
37.60,1,1
43.12,1,1
37.53,0,1
38.47,0,1
44.38,0,1
36.20,1,1
38.90,1,1
36.24,1,1
37.61,0,1
37.54,1,1
35.79,1,1
40.05,1,1
44.74,0,1
42.71,1,1
37.63,0,1
35.39,1,1
38.01,1,1
35.74,1,1
36.19,0,1
36.64,1,1
43.08,1,1
44.33,1,1
36.22,1,1
36.68,1,1
44.36,1,1
41.42,0,1
35.80,1,1
36.17,0,1
36.54,1,1
35.82,0,1
36.69,1,1
36.61,1,1
38.86,1,1
36.26,0,1
43.46,1,1
37.13,1,1
43.95,1,1
35.27,1,1
39.33,0,1
38.49,0,1
35.82,1,1
36.02,0,1
37.27,1,1
43.97,1,1
37.54,1,1
38.10,0,1
38.35,0,1
40.14,1,1
35.82,0,1
36.25,1,1
48.39,1,1
111.65,0,1
47.49,1,1
49.56,1,1
52.24,0,1
47.86,0,1
55.56,1,1
50.52,1,1
48.75,1,1
1552.00,1,1
47.86,0,1
48.46,1,1
48.65,0,1
1504.11,1,1
47.19,1,1
119.68,1,1
48.06,1,1
50.13,0,1
47.61,0,1
48.48,1,1
45.48,0,1
45.07,0,1
46.36,1,1
51.07,0,1
47.96,0,1
44.68,1,1
48.22,0,1
45.49,1,1
44.59,0,1
1476.49,1,1
46.14,1,1
52.17,0,1
48.35,1,1
108.23,0,1
47.59,0,1
48.37,0,1
54.84,0,1
47.70,1,1
43.75,1,1
32.36,0,1
47.49,1,1
47.90,0,1
48.43,0,1
9.21,1,1
1491.01,1,1
1561.13,0,1
1561.84,0,1
7.81,1,1
1552.53,0,1
1560.27,0,1
7.89,1,1
1552.98,1,1
1559.42,0,1
8.77,0,1
8.26,1,1
7.87,1,1
7.91,0,1
8.21,1,1
8.68,0,1
1512.57,1,1
8.32,1,1
9.07,0,1
9.09,0,1
7.90,0,1
1528.32,0,1
8.26,0,1
9.14,1,1
1544.46,0,1
1560.03,1,1
95.56,0,1
104.16,0,1
99.58,0,1
1524.47,0,1
8.33,1,1
61.49,0,1
7.38,1,1
91.74,1,1
1552.11,1,1
1561.10,0,1
1559.83,1,1
1560.06,1,1
1561.89,0,1
1560.97,1,1
1560.83,0,1
1476.87,0,1
71.89,1,1
1489.84,0,1
1561.30,1,1
135.23,1,1
133.95,1,1
1551.13,1,1
1561.80,0,1
1562.04,1,1
1560.69,1,1
139.67,1,1
1506.87,1,1
119.92,1,1
8.21,0,1
8.71,1,1
8.67,1,1
8.19,0,1
8.14,1,1
8.32,1,1
8.30,0,1
8.24,0,1
8.26,0,1
9.05,1,1
8.57,1,1
8.63,1,1
8.26,1,1
8.16,1,1
8.22,0,1
6.99,0,1
8.67,1,1
8.26,1,1
1544.26,1,1
8.30,1,1
70.28,0,1
1492.99,1,1
34.62,1,1
11.24,1,1
13.56,0,1
13.55,0,1
13.63,0,1
13.59,0,1
13.58,1,1
13.46,0,1
13.53,0,1
13.58,1,1
13.53,0,1
8.03,1,1
48.67,0,1
48.44,0,1
48.47,0,1
47.59,0,1
54.94,1,1
49.89,0,1
48.76,0,1
48.64,1,1
10.43,0,1
