398,399,400
399,400,401
400,401,402
657,658,659
658,659,660
661,662,663
686,687,688
687,688,689
688,689,690
689,690,691
690,691,692
691,692,693
692,693,694
693,694,695
694,695,696
695,696,697
696,697,698
697,698,699
698,699,700
699,700,701
700,701,702
701,702,703
702,703,704
703,704,705
306.59,1,1
307.08,0,1
307.32,1,1
306.51,1,1
305.84,1,1
306.16,1,1
306.63,1,1
306.07,0,1
306.63,1,1
307.73,0,1
306.11,0,1
306.32,0,1
125.63,1,1
308.01,0,1
306.40,1,1
306.02,0,1
306.52,1,1
306.59,1,1
116.14,1,1
305.12,1,1
306.58,1,1
306.58,0,1
306.40,1,1
306.52,1,1
307.08,1,1
307.11,1,1
256.26,0,1
306.01,1,1
306.54,0,1
306.20,1,1
306.87,1,1
306.66,0,1
306.11,1,1
306.47,0,1
306.38,0,1
306.51,0,1
306.05,0,1
120.85,1,1
307.02,1,1
139.84,0,1
305.85,0,1
306.67,1,1
132.61,0,1
138.07,1,1
305.92,0,1
134.64,0,1
306.33,1,1
306.41,1,1
306.49,1,1
306.42,1,1
131.04,0,1
134.26,1,1
306.40,1,1
306.09,0,1
305.31,0,1
99.09,1,1
306.57,1,1
108.98,0,1
91.31,0,1
306.00,0,1
306.40,1,1
157.55,0,1
306.67,1,1
134.19,0,1
2.23,1,1
120.07,1,1
4.26,0,1
306.34,1,1
307.14,1,1
306.31,1,1
306.33,0,1
104.66,0,1
306.84,1,1
1526.96,0,1
306.09,0,1
145.08,1,1
306.83,0,1
306.35,0,1
133.26,1,1
306.72,0,1
306.34,1,1
128.20,1,1
306.47,0,1
306.75,1,1
133.91,1,1
130.72,1,1
132.20,1,1
131.47,0,1
129.38,1,1
305.96,0,1
306.33,1,1
305.84,1,1
306.05,0,1
307.16,1,1
132.17,0,1
306.40,1,1
305.91,1,1
306.03,1,1
306.42,0,1
306.35,1,1
306.76,1,1
1528.38,1,0
305.51,0,1
306.23,0,0
307.54,1,1
306.90,1,1
306.01,1,1
305.91,0,1
306.36,0,1
136.44,0,1
307.13,0,1
305.82,0,1
305.94,0,1
305.80,0,1
306.29,1,1
306.71,0,1
306.33,1,1
305.77,0,1
307.75,1,1
134.51,0,1
306.29,1,1
130.80,1,1
306.23,0,1
305.62,0,1
305.48,0,1
306.33,1,1
305.82,1,1
306.19,0,1
306.20,1,1
306.45,0,1
306.04,1,1
306.98,0,1
306.56,1,1
306.36,1,1
306.93,1,1
137.06,1,1
305.97,1,1
130.61,1,1
130.96,1,1
306.45,0,1
305.91,1,1
129.09,1,1
129.28,0,1
121.71,0,1
306.33,0,1
307.29,0,1
305.91,0,1
138.03,0,1
306.04,0,1
133.16,0,1
307.82,1,1
126.82,0,1
128.04,1,1
123.60,1,1
306.11,1,1
306.02,1,1
109.10,0,1
124.96,1,1
306.28,1,1
306.80,0,1
123.62,1,1
126.32,0,1
124.89,0,1
305.56,1,1
125.21,0,1
126.25,0,1
122.22,1,1
306.05,1,1
306.58,0,1
148.54,1,1
306.51,0,1
306.83,1,1
306.51,1,1
306.40,0,1
306.48,1,1
306.52,0,1
306.20,1,1
306.25,0,1
93.64,1,1
112.26,0,1
105.53,0,1
121.47,0,1
306.23,1,1
130.93,1,1
85.82,0,1
107.23,1,1
305.99,0,1
305.94,0,1
117.83,1,1
309.95,0,1
306.34,0,1
306.30,0,1
306.63,0,1
42.22,0,1
96.94,0,1
86.72,0,1
305.68,1,1
306.08,1,1
140.01,0,1
129.95,0,1
306.45,1,1
117.13,0,1
306.25,1,1
306.97,1,1
305.62,1,1
306.45,0,1
292.29,0,1
304.42,1,1
305.41,0,1
305.66,1,1
304.96,0,1
134.61,0,1
305.70,1,1
306.12,0,1
307.22,1,1
306.63,1,1
306.60,0,1
306.04,1,1
306.56,0,1
5.59,0,1
306.14,0,1
107.49,1,1
306.51,1,1
306.10,0,1
306.57,1,1
135.73,1,1
306.84,1,1
306.18,0,1
306.20,1,1
306.24,0,1
305.75,0,1
306.32,0,1
306.68,1,1
127.52,0,1
125.89,0,1
306.70,1,1
306.73,0,1
306.97,0,1
113.86,0,1
306.58,0,1
307.10,1,1
306.97,0,1
306.46,0,1
305.99,1,1
305.62,0,1
306.56,0,1
305.65,1,1
136.15,1,1
306.53,0,1
305.73,1,1
305.90,0,0
306.30,0,1
